Classification	ID	Name
aust1305/khas1273/pala1352/east2331/waic1245/wala1271	waaa1245	Nuclear Waic
aust1305/khas1273/pala1352/east2331/angk1246	sout3232	Southern Angkuic
aust1305/nico1262	nucl1758	Nuclear Nicobaric
aust1305/nico1262/nucl1758	chow1240	Chowra-Teressa
aust1305/nico1262/nucl1758	cent2305	Central Nicobar
aust1305/mund1335	nort3151	North Munda
aust1305/mund1335	guto1244	Gutob-Remo
aust1305/mund1335	sora1255	Sora-Juray-Gorum
aust1305/mund1335/nort3151	kher1245	Kherwarian
aust1305/mund1335/nort3151/kher1245	sant1457	Santalic
aust1305/mund1335/nort3151/kher1245	mund1336	Mundaric
aust1305/mund1335/nort3151/kher1245/mund1336	asur1255	Asuric
aust1305/mund1335/nort3151/kher1245/mund1336	homu1234	Ho-Mundari
aust1305/mund1335/nort3151/kher1245/mund1336	koda1256	Kodaku-Korwa
aust1305/mund1335/sora1255	sora1256	Sora-Juray
gunw1250	marn1242	Marne
gunw1250	gunw1253	Gunwinyguan Bak
gunw1250	west2432	Western Gunwinyguan
gunw1250/marn1242	cent2231	Central Gunwinyguan
gunw1250/gunw1253	east2701	Eastern Gunwinyguan
gunw1250/gunw1253	wubu1239	Wubuy-Anindilyakwa
gunw1250/gunw1253/east2701	jala1236	Jala
gunw1250/west2432	warr1259	Warrayic
gunw1250/west2432/warr1259	unun9891	Unclassified Warrayic
coch1271	yuma1250	Yuman
coch1271/yuma1250	gene1244	General Yuman
coch1271/yuma1250/gene1244	delt1253	Delta-Californian Yuman
coch1271/yuma1250/gene1244	paii1252	Pai
coch1271/yuma1250/gene1244	rive1260	River Yuman
coch1271/yuma1250/gene1244/delt1253	dieg1234	Diegueno
tequ1244	east2878	Eastern Tequistlatecan
cari1283	vene1261	Venezuelan Cariban
cari1283	yukp1242	Opon-Yukpan
cari1283	yawa1262	Yawaperi
cari1283	peko1235	Pekodian
cari1283	kuik1245	Kuikuroan
cari1283	guia1242	Guianan
cari1283	paru1239	Parukotoan
cari1283/vene1261	mapo1244	Mapoyo-Tamanaku
cari1283/vene1261	pemo1246	Pemong-Panare
cari1283/vene1261/mapo1244	para1308	Paravilhana-Pauxiana
cari1283/vene1261/mapo1244	coas1302	Cumana
cari1283/vene1261/mapo1244	mapo1245	Mapoyo-Yawarana
cari1283/vene1261/pemo1246	pemo1247	Pemongan
cari1283/vene1261/pemo1246/pemo1247	kapo1251	Kapong
cari1283/yukp1242	yukp1243	Yukpan
cari1283/peko1235	xing1247	Xinguan
cari1283/kuik1245	nucl1656	Nuclear Kuikuroan
cari1283/guia1242	uncl1520	Unclassified Guianan
cari1283/guia1242	maqu1239	Maquiritari-Wayumara
cari1283/guia1242	tara1324	Taranoan
cari1283/guia1242	waya1272	Wayanaic
cari1283/guia1242/tara1324	tiri1260	Tiriyoan
cari1283/paru1239	waiw1245	Waiwaian
kawe1237	nort1506	North Central Alacufan
sout2845	ahkk1235	AHK
sout2845/ahkk1235	hame1241	Hamer-Karo
sout2845/ahkk1235	aari1238	Aari-Gayil
tuca1253	unun9987	Unclassified Tucanoan
tuca1253	west2784	Western Tucanoan
tuca1253	east2698	Eastern Tucanoan
tuca1253/west2784	napo1243	Napo Tucanoan
tuca1253/west2784	kore1286	Koreguaje-Tama
tuca1253/west2784/napo1243	sion1248	Siona-Secoya
tuca1253/west2784/napo1243/sion1248	sion1249	Sionan
tuca1253/east2698	sout3144	South Eastern Tucanoan
tuca1253/east2698	west2789	Western Eastern Tucanoan
tuca1253/east2698	east2702	Eastern Eastern Tucanoan
tuca1253/east2698/west2789	sout3006	Barasano-Eduria-Macuna
tuca1253/east2698/west2789	cube1243	Cubeo-Desano
tuca1253/east2698/west2789/cube1243	yupu1234	Yupua-Siriano-Desano
tuca1253/east2698/west2789/cube1243/yupu1234	siri1280	Siriano-Desano
tuca1253/east2698/east2702	east2707	Eastern Eastern Tucanoan I
tuca1253/east2698/east2702	east2708	Eastern Eastern Tucanoan II
tuca1253/east2698/east2702/east2707	bara1401	Bara-Tatuyo
tuca1253/east2698/east2702/east2708	wana1272	Kotiria-Piratapuyo
tuca1253/east2698/east2702/east2708	pisa1246	Pisamira-Yuruti
tuca1253/east2698/east2702/east2708/pisa1246	tuyu1245	Tuyuca-Yuruti
tuca1253/east2698/east2702/east2708/pisa1246	pisa1247	Pisamira-Carapana
maya1287	huas1241	Huastecan Mayan
maya1287	core1254	Core Mayan
maya1287/core1254	west2865	Western Mayan
maya1287/core1254	quic1274	Quichean-Mamean
maya1287/core1254	yuca1252	Yucatecan
maya1287/core1254/west2865	kanj1261	Kanjobalan-Chujean
maya1287/core1254/west2865	chol1286	Cholan-Tzeltalan
maya1287/core1254/west2865/kanj1261	kanj1262	Kanjobalan
maya1287/core1254/west2865/kanj1261	chuj1249	Chujean
maya1287/core1254/west2865/kanj1261/kanj1262	kanj1263	Kanjobal-Jacaltec
maya1287/core1254/west2865/chol1286	chol1287	Cholan
maya1287/core1254/west2865/chol1286	tzel1253	Tzeltalan
maya1287/core1254/west2865/chol1286/chol1287	chor1272	Chorti-Cholti
maya1287/core1254/west2865/chol1286/chol1287	chol1281	Chol-Chontal
maya1287/core1254/quic1274	grea1277	Greater Mamean
maya1287/core1254/quic1274	grea1276	Greater Quichean
maya1287/core1254/quic1274/grea1277	ixil1250	Ixilan
maya1287/core1254/quic1274/grea1277	mame1240	Mamean
maya1287/core1254/quic1274/grea1276	poco1241	Poqom
maya1287/core1254/quic1274/grea1276	core1251	Core Quichean
maya1287/core1254/quic1274/grea1276/core1251	quic1275	Quiche-Achi
maya1287/core1254/quic1274/grea1276/core1251	cakc1244	Cakchiquel-Tzutujil
maya1287/core1254/quic1274/grea1276/core1251/cakc1244	kaqc1280	Kaqchikelic
maya1287/core1254/yuca1252	yuca1253	Yucatec-Lacandon
maya1287/core1254/yuca1252	mopa1242	Mopan-Itza
yuat1252	miya1267	Miyak-Bun-Biwat
yuat1252/miya1267	bunm1234	Bun-Mundukumo
waka1280	sout2981	Southern Wakashan
waka1280	nort2964	Northern Wakashan
waka1280/sout2981	maka1326	Makah-Nitinat
waka1280/nort2964	kwak1268	Kwakiutlan
kera1258	east2864	East Keram
kera1258	mong1343	Ulmapo
kera1258/mong1343	mwak1234	Mwakai-Pondi
nucl1580	east2494	Eastern Eleman
nucl1580	west2573	Western Eleman
sout1516	east1439	East South Bird's Head
sout1516/east1439	kemb1251	Kemberanic
kama1371	nucl1661	Nuclear Kamakanan
west1503	west2205	Western Coastal Tasmanian
nort2933	roto1248	Rotokas-Askopan
chon1288	insu1253	Insular Chonan
chon1288	cont1245	Continental Chonan
east1459	meax1236	Meax
iroq1247	nort2947	Northern Iroquoian
iroq1247/nort2947	tusc1256	Tuscarora-Nottoway
iroq1247/nort2947	moha1257	Mohawk-Oneida
wali1264	pais1239	Pai-Sinen-Walio
geel1240	bura1294	Burate-Wate
geel1240	bara1399	Barapasi-Sauri-Kofei
geel1240/bara1399	saur1250	Sauri-Kofei
kwer1242	kwer1240	Kwerba-Samarokena
kwer1242/kwer1240	west1486	Samarokena-Airoran
kwer1242/kwer1240	kwer1262	Kwerbaic
sent1261	nucl1631	Nuclear Sentanic
sent1261/nucl1631	sent1262	Sentani-Nafri
sino1245	kuki1245	Kuki-Chin-Naga
sino1245	bodi1256	Bodic
sino1245	miji1239	Miji
sino1245	brah1260	Brahmaputran
sino1245	unun9951	Unclassified Sino-Tibetan
sino1245	gema1234	Kman-Meyor
sino1245	raji1239	Raji-Raute
sino1245	burm1265	Burmo-Qiangic
sino1245	dhim1245	Dhimalish
sino1245	macr1275	Macro-Bai
sino1245	hima1249	Himalayish
sino1245	mrui1235	Mruic
sino1245	macr1268	Macro-Tani
sino1245	nung1293	Nungish
sino1245	sini1245	Sinitic
sino1245	khob1235	Kho-Bwa
sino1245	kare1337	Karenic
sino1245	mish1241	Digarish
sino1245/kuki1245	karb1240	Karbic
sino1245/kuki1245	anga1312	Angami-Ao
sino1245/kuki1245	kuki1246	Kuki-Chin
sino1245/kuki1245	zeme1241	Zemeic
sino1245/kuki1245	tang1335	Tangkhul-Maring
sino1245/kuki1245/anga1312	aoic1235	Central Naga
sino1245/kuki1245/anga1312	anga1286	Angami-Pochuri
sino1245/kuki1245/anga1312/aoic1235	yimc1239	Yimchingric
sino1245/kuki1245/anga1312/aoic1235/yimc1239	maku1272	Makuric
sino1245/kuki1245/anga1312/anga1286	poch1242	Pochuri-Northern Rengma
sino1245/kuki1245/anga1312/anga1286	anga1244	Angami-Mao
sino1245/kuki1245/anga1312/anga1286	reng1253	Rengma-Simi
sino1245/kuki1245/anga1312/anga1286/anga1244	anga1287	Angami-Chokri
sino1245/kuki1245/anga1312/anga1286/anga1244	naga1397	Naga Maoic
sino1245/kuki1245/anga1312/anga1286/anga1244/naga1397	poum1236	Poumaic
sino1245/kuki1245/kuki1246	cent2330	Central Kuki-Chin
sino1245/kuki1245/kuki1246	peri1260	Peripheral Kuki-Chin
sino1245/kuki1245/kuki1246	oldk1252	Northwestern Kuki-Chin
sino1245/kuki1245/kuki1246/cent2330	cent2005	Core Central Kuki-Chin
sino1245/kuki1245/kuki1246/cent2330	mara1381	Maraic
sino1245/kuki1245/kuki1246/cent2330/cent2005	mizo1244	Mizoic
sino1245/kuki1245/kuki1246/cent2330/cent2005	laic1236	Lai Chin
sino1245/kuki1245/kuki1246/cent2330/cent2005/mizo1244	hmar1240	Hmaric
sino1245/kuki1245/kuki1246/cent2330/cent2005/mizo1244/hmar1240	hmar1242	Hmar-Saihriem
sino1245/kuki1245/kuki1246/cent2330/cent2005/laic1236	fala1242	Falamic
sino1245/kuki1245/kuki1246/cent2330/mara1381	nucl1757	Nuclear Maraic
sino1245/kuki1245/kuki1246/peri1260	khom1240	Khomic
sino1245/kuki1245/kuki1246/peri1260	nort3179	Northeastern Kuki-Chin
sino1245/kuki1245/kuki1246/peri1260	sout3160	South Peripheral Kuki-Chin
sino1245/kuki1245/kuki1246/peri1260/nort3179	thad1239	Thadoic
sino1245/kuki1245/kuki1246/peri1260/nort3179	siza1239	Sizangic
sino1245/kuki1245/kuki1246/peri1260/nort3179/siza1239	gang1271	Gangte-Vaiphei
sino1245/kuki1245/kuki1246/peri1260/sout3160	asho1237	Ashoic
sino1245/kuki1245/kuki1246/peri1260/sout3160	choi1241	Choic
sino1245/kuki1245/kuki1246/peri1260/sout3160/choi1241	daai1235	Daai-Nghmoye-Muun-Kaang
sino1245/kuki1245/kuki1246/oldk1252	anal1240	Anal-Lamgang
sino1245/kuki1245/kuki1246/oldk1252	cent2411	Central Old Kuki
sino1245/kuki1245/kuki1246/oldk1252	moyo1240	Moyon-Monsang Naga
sino1245/kuki1245/kuki1246/oldk1252	kolh1241	Kolhrengic
sino1245/kuki1245/kuki1246/oldk1252/kolh1241	tara1327	Tarao-Chothe
sino1245/kuki1245/zeme1241	nucl1313	Nuclear Zemeic
sino1245/kuki1245/zeme1241/nucl1313	mzie1236	Mzieme-Zeme
sino1245/kuki1245/tang1335	sino1246	Tangkhulic
sino1245/kuki1245/tang1335	mari1415	Maringic
sino1245/kuki1245/tang1335/sino1246	nucl1829	Nuclear Tangkhulic
sino1245/bodi1256	kaik1248	Kaike-Ghale-Tamangic
sino1245/bodi1256	tibe1275	West Himalayish
sino1245/bodi1256	tsha1247	Tshanglic
sino1245/bodi1256	bodi1257	Bodish
sino1245/bodi1256/kaik1248	ghal1247	Ghale-Tamangic
sino1245/bodi1256/kaik1248/ghal1247	tama1367	Tamangic
sino1245/bodi1256/kaik1248/ghal1247	ghal1246	Ghale
sino1245/bodi1256/kaik1248/ghal1247/tama1367	guru1260	Gurungic
sino1245/bodi1256/kaik1248/ghal1247/tama1367	nucl1729	Nuclear Tamang
sino1245/bodi1256/kaik1248/ghal1247/tama1367/guru1260	mana1287	Manangba-Nar-Phu
sino1245/bodi1256/kaik1248/ghal1247/tama1367/guru1260	thak1244	Thakali-Chantyal
sino1245/bodi1256/kaik1248/ghal1247/ghal1246	nucl1818	Nuclear Ghale
sino1245/bodi1256/tibe1275	west2868	Western West Himalayish
sino1245/bodi1256/tibe1275	east2777	Eastern West Himalayish
sino1245/bodi1256/tibe1275/west2868	laha1249	Lahaulic
sino1245/bodi1256/tibe1275/west2868	kinn1250	Kinnauric
sino1245/bodi1256/tibe1275/west2868/kinn1250	theb1237	Thebor
sino1245/bodi1256/tibe1275/east2777	pith1234	Pithauragarh
sino1245/bodi1256/tibe1275/east2777	cent2311	Central-Eastern West Himalayish
sino1245/bodi1256/tibe1275/east2777/pith1234	darm1241	Darma-Byangsi-Chaudangsi
sino1245/bodi1256/tibe1275/east2777/pith1234/darm1241	darm1242	Darma-Byangsi
sino1245/bodi1256/tibe1275/east2777/pith1234/darm1241/darm1242	zhan1241	Zhangzhungic
sino1245/bodi1256/bodi1257	main1269	East Bodish
sino1245/bodi1256/bodi1257	oldm1245	Early Old Tibetan
sino1245/bodi1256/bodi1257	unun9962	Unclassified Bodish
sino1245/bodi1256/bodi1257/main1269	dakp1241	Dakpa-Dzala
sino1245/bodi1256/bodi1257/main1269	phob1238	Phobjib-Chali-Bumthangic
sino1245/bodi1256/bodi1257/main1269/phob1238	chal1266	Chali-Bumthangic
sino1245/bodi1256/bodi1257/main1269/phob1238/chal1266	bumt1238	Bumthangic
sino1245/bodi1256/bodi1257/oldm1245	tibe1276	Middle Old Tibetan
sino1245/bodi1256/bodi1257/oldm1245	lada1242	Western Archaic Tibetan
sino1245/bodi1256/bodi1257/oldm1245/tibe1276	late1253	Late Old Tibetan
sino1245/bodi1256/bodi1257/oldm1245/tibe1276	nort3398	North-Eastern Tibetic
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253	cent2346	Central Tibetan
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253	east2771	Eastern Tibetic
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253	kham1299	Kham-Hor
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253	sout3217	Southern Tibetic
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253	laha1255	Lahauli-Spiti
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/cent2346	sout3216	South-Western Tibetic
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/cent2346/sout3216	dolp1238	Dolpo-Tichurong
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/cent2346/sout3216	must1234	Mustangic
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/cent2346/sout3216	sher1254	Sherpa-Jirel
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/cent2346/sout3216	kyir1235	Kyirong-Kagate
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/cent2346/sout3216/sher1254	sher1260	Sherpaic
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/cent2346/sout3216/kyir1235	gyal1235	Gyalsumdo-Nubri-Kyirong
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/cent2346/sout3216/kyir1235	yolm1234	Yolmo-Kagate
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/sout3217	uncl1513	Unclassified Southern Tibetic
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/sout3217	dzon1238	Dzongkhic
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/sout3217/dzon1238	nucl1307	Nuclear Dzongkhic
sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/laha1255	spit1239	Spiti-Jad
sino1245/bodi1256/bodi1257/oldm1245/lada1242	kenh1234	Kenhatic
sino1245/bodi1256/bodi1257/oldm1245/lada1242	sham1282	Shamskatic
sino1245/brah1260	jing1259	Jingpho-Luish
sino1245/brah1260	unun9960	Unclassified Brahmaputran
sino1245/brah1260	kony1246	Konyak
sino1245/brah1260	bodo1279	Bodo-Garo
sino1245/brah1260/jing1259	jing1260	Jingpho
sino1245/brah1260/jing1259	sakk1239	Luish
sino1245/brah1260/jing1259/sakk1239	uncl1508	Unclassified Luish
sino1245/brah1260/jing1259/sakk1239	chak1277	Chakpa-Kadu-Ganan
sino1245/brah1260/jing1259/sakk1239/chak1277	andr1245	Chakpa
sino1245/brah1260/jing1259/sakk1239/chak1277/andr1245	andr1249	Andro-Sengmai
sino1245/brah1260/kony1246	kony1247	Konyak I
sino1245/brah1260/kony1246	kony1249	Tangsa-Nocte
sino1245/brah1260/kony1246/kony1247	khia1235	Khiamniungic
sino1245/brah1260/kony1246/kony1247/khia1235	lein1236	Leinong-Makyan
sino1245/brah1260/kony1246/kony1249	tang1379	Tangsa
sino1245/brah1260/bodo1279	koch1249	Kochic
sino1245/brah1260/bodo1279	boro1284	Boroic
sino1245/brah1260/bodo1279/boro1284	dima1253	Dimasa-Kokborok
sino1245/brah1260/bodo1279/boro1284	tiwa1256	Tiwa-Boro
sino1245/brah1260/bodo1279/boro1284/dima1253	tipp1238	Tipperic
sino1245/brah1260/bodo1279/boro1284/tiwa1256	bodo1280	Bodo-Mech-Kachari
sino1245/raji1239	raut1240	Raute-Rawat
sino1245/burm1265	naqi1236	Na-Qiangic
sino1245/burm1265	lolo1265	Lolo-Burmese
sino1245/burm1265	tuji1244	Tujia
sino1245/burm1265/naqi1236	naic1235	Naic
sino1245/burm1265/naqi1236	ersu1242	Ersuic
sino1245/burm1265/naqi1236	qian1263	Qiangic
sino1245/burm1265/naqi1236/naic1235	nais1236	Naish
sino1245/burm1265/naqi1236/qian1263	rgya1241	Gyalrongic
sino1245/burm1265/naqi1236/qian1263	pumi1242	Pumi
sino1245/burm1265/naqi1236/qian1263	qian1264	Qiang
sino1245/burm1265/naqi1236/qian1263	uncl1511	Unclassified Qiangic
sino1245/burm1265/naqi1236/qian1263	muya1239	Muya
sino1245/burm1265/naqi1236/qian1263/rgya1241	west2973	West Gyalrongic
sino1245/burm1265/naqi1236/qian1263/rgya1241	core1262	Core Gyalrong
sino1245/burm1265/naqi1236/qian1263/rgya1241/west2973	horp1240	Horpa
sino1245/burm1265/naqi1236/qian1263/rgya1241/core1262	jiar1240	Northern Gyalrong
sino1245/burm1265/naqi1236/qian1263/qian1264	upst1234	Upstream-Nu Qiang
sino1245/burm1265/naqi1236/qian1263/uncl1511	cham1336	Chamdoic
sino1245/burm1265/lolo1265	unun9953	Unclassified Lolo-Burmese
sino1245/burm1265/lolo1265	burm1266	Burmish
sino1245/burm1265/lolo1265	lolo1267	Loloish
sino1245/burm1265/lolo1265	mond1269	Mondzish
sino1245/burm1265/lolo1265/burm1266	nort2720	Northern Burmish
sino1245/burm1265/lolo1265/burm1266	sout3159	Southern Burmish
sino1245/burm1265/lolo1265/burm1266/nort2720	maru1254	Maruic
sino1245/burm1265/lolo1265/burm1266/nort2720/maru1254	leqi1234	Leqic
sino1245/burm1265/lolo1265/burm1266/sout3159	mran1234	Mranmaic
sino1245/burm1265/lolo1265/burm1266/sout3159	acha1252	Achangic
sino1245/burm1265/lolo1265/burm1266/sout3159/mran1234	nucl1811	Nuclear Mranmaic
sino1245/burm1265/lolo1265/burm1266/sout3159/mran1234/nucl1811	arak1255	Arakanese-Marma
sino1245/burm1265/lolo1265/lolo1267	hani1249	Hani-Jino
sino1245/burm1265/lolo1265/lolo1267	laho1234	Lahoid
sino1245/burm1265/lolo1265/lolo1267	nuso1234	Nusoish
sino1245/burm1265/lolo1265/lolo1267	nili1235	Ni-Li-Kazhouish
sino1245/burm1265/lolo1265/lolo1267/hani1249	jino1236	Jino
sino1245/burm1265/lolo1265/lolo1267/hani1249	biso1244	Bisoid-Hanic
sino1245/burm1265/lolo1265/lolo1267/hani1249/biso1244	biso1241	Bisoid
sino1245/burm1265/lolo1265/lolo1267/hani1249/biso1244	sila1251	Sila-Wanya-Cosao
sino1245/burm1265/lolo1265/lolo1267/hani1249/biso1244	hani1250	Hanic
sino1245/burm1265/lolo1265/lolo1267/hani1249/biso1244/biso1241	phun1244	Phunoi-Coong
sino1245/burm1265/lolo1265/lolo1267/hani1249/biso1244/biso1241	bisu1246	Bisu-Pyen-Laomian
sino1245/burm1265/lolo1265/lolo1267/hani1249/biso1244/biso1241	uncl1502	Unclassified Bisoid
sino1245/burm1265/lolo1265/lolo1267/hani1249/biso1244/hani1250	haya1251	Ha-Ya
sino1245/burm1265/lolo1265/lolo1267/hani1249/biso1244/hani1250	bika1252	Bi-Ka
sino1245/burm1265/lolo1265/lolo1267/hani1249/biso1244/hani1250/haya1251	akha1246	Akhaic
sino1245/burm1265/lolo1265/lolo1267/nili1235	kazh1234	Kazhouish
sino1245/burm1265/lolo1265/lolo1267/nili1235	liso1234	Lisoid
sino1245/burm1265/lolo1265/lolo1267/nili1235	sout3212	Southeastern Ngwi
sino1245/burm1265/lolo1265/lolo1267/nili1235	lawo1234	Lawoish
sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234	lipo1243	Lipo-Lolopo
sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234	nucl1734	Nuclear Lisoid
sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234	unun9958	Unclassified Lisoid
sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/lipo1243	lipo1244	Lipo-Micha
sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/lipo1243	unun9959	Unclassified Lipo-Lolopo
sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734	lisu1252	Lisu-Laluba-Lavu
sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252	lalu1234	Laluba-Lavu
sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234	lalo1240	Lalo
sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234	kuan1251	Kuansi-Kuamasi-Sonaga
sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240	grea1292	Greater Lalo
sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240/grea1292	core1258	Core Lalo
sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240/grea1292/core1258	uncl1503	Unclassified Core Lalu
sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240/grea1292/core1258	cent2297	Central-Western Lalo
sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/kuan1251	kuan1252	Kuansi-Kuamasi
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212	high1272	Highland Phula
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212	sani1266	Axioid
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212	unun9957	Unclassified Southeastern Ngwi
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212	niso1234	Nisoid
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212	rive1256	Riverine Phula
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272	phow1235	Phowa
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272	muji1235	Muji
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/phow1235	anil1235	Ani-Labo
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/phow1235	hlep1235	Hlepho-Phukha
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/phow1235/hlep1235	khlu1235	Khlula-Zokhuo
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235	lagh1244	Laghuu-Core Muji
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244	thop1235	Thopho-Core Muji
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244/thop1235	core1246	Core Muji
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244/thop1235/core1246	nucl1309	Nuclear Core Muji
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244/thop1235/core1246/nucl1309	nort2715	Northern-Southern Muji
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244/thop1235/core1246/nucl1309	bokh1236	Bokha-Phuma
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/sani1266	sani1267	Sani-Axi-Azhe
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/sani1266/sani1267	sani1275	Sani-Axi
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234	nisu1237	Nisu-Nyisu
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234	uncl1517	Unclassified Nisoid
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234	nucl1739	Nuclear Nisoid
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nisu1237	nisu1238	Nisu
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nisu1237/nisu1238	nort2717	North Nisu
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739	unun9956	Unclassified Nuclear Nisoid
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739	nasu1236	Nasu-Nosu
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236	nesu1234	Nesu-Nasu
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234	nesu1235	Nesu
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234	nasu1237	Nasu-Gepu
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nasu1237	unun9955	Unclassified Nasu-Gepu
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256	down1239	Downriver Riverine Phula
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256	upri1239	Upriver Riverine Phula
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256/down1239	phup1236	Phupha-Alugu
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256/down1239	phup1238	Phupa-Phuza
sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256/upri1239	phol1236	Pholic
sino1245/burm1265/lolo1265/mond1269	mond1268	Nuclear Mondzish
sino1245/burm1265/lolo1265/mond1269/mond1268	munj1248	Munji-Mantsi
sino1245/macr1275	baic1239	Baic
sino1245/macr1275	tali1265	Ta-Li
sino1245/macr1275/baic1239	sout3254	South-Central Bai
sino1245/macr1275/tali1265	long1422	Longjia-Luren
sino1245/hima1249	maha1306	Mahakiranti
sino1245/hima1249/maha1306	kham1285	Kham-Magar-Chepang
sino1245/hima1249/maha1306	newa1245	Newaric
sino1245/hima1249/maha1306	kira1253	Kiranti
sino1245/hima1249/maha1306/kham1285	maga1261	Magar
sino1245/hima1249/maha1306/kham1285	kham1286	Kham
sino1245/hima1249/maha1306/kham1285	chep1244	Chepangic
sino1245/hima1249/maha1306/kham1285/kham1286	parb1234	Parbate Kham
sino1245/hima1249/maha1306/newa1245	newa1247	Newar
sino1245/hima1249/maha1306/newa1245	than1258	Thangmi-Baram
sino1245/hima1249/maha1306/kira1253	east2719	Eastern Kiranti
sino1245/hima1249/maha1306/kira1253	cent2250	Central Kiranti
sino1245/hima1249/maha1306/kira1253	west2424	Western Kiranti
sino1245/hima1249/maha1306/kira1253/east2719	uppe1412	Upper Arun
sino1245/hima1249/maha1306/kira1253/east2719	grea1285	Greater Yakkha
